"QAINDEX";"CLINIC";"QUESTION";"ANSWER";"SNAPSHOT"
4472;"骨伤科";"后背右上边一点，有时感觉一阵麻，有...";"您好，这种情况考虑背部肌筋膜炎的可能性大 与受凉、劳累、姿势不良致劳损有关。建议平日注意休息，勿久坐，长时间低头伏案工作、玩电脑或手机，勿枕高枕头，局部可以热敷，用暖宝宝或暖水袋捂捂。";2020/3/19
4473;"骨伤科";"颈椎病耳朵后面麻麻的疼痛怎么治疗";"你好，颈椎病：禁止床上玩手机或者看书，禁止低着头工作或者长时间坐着玩电脑。1、于晚上予热毛巾热敷。2、有条件者最好予神灯治疗仪或者微波治疗仪辅助治疗。3、4、口服营养神经药物。6、悬吊疗法（牵引10天，暂停牵引按摩放松颈部肌肉5天，在牵引10天，一定要的：静脉注射甲泼尼松龙，甘露醇，奥尔芬，甲估胺药物冲击治疗消除神经水肿。牵引治疗无效，就需要手术治疗啦。7、做个颈椎MRI，看看有没有神经压迫症状。";2020/3/19
4474;"骨伤科";"患者腰痛好多年了从片子上可以看出来什么问题";"您好，还有其他症状吗？ 臀部下肢有不舒服吗？ 好 片子可以 患者多大年龄 片子只是提示骨质增生，退行性改变 骨质增生不是哪一点，他是一个整体的状态 膝关节也是整体一个状态，只是相对来说在关节面骨刺形成 不客气";2020/3/19
4475;"骨伤科";"骨折了三年了刚板取不了没有长好请问怎么办";"是哪个部位的骨折呢? 有最近的片子吗 近期的片子 发上来 你这手术需要重新做 现在成骨不连了，需要重新手术植骨 现在时间太长了，没别的办法 不用谢，祝你早日康复";2020/3/19
4476;"骨伤科";"肾囊肿手术后用颈椎按摩仪会对身体有影响吗";"您好，没有影响的，不用太担心 建议平日注意休息，勿长时间低头伏案工作、玩电脑或手机，勿枕高枕头，局部可以热敷，也可做做按摩、艾灸、推拿等理疗。 嗯，没有影响的 是的， 对心脏起搏器等有影响的 实在不放心的话，可以买那种颈椎背背捶也可以的 冠心病病史的不建议用这种电刺激的 可以的 电刺激主要是怕刺激心率，虽然概率小 不会的 促进血液循环，缓解颈肩部肌肉紧张及疲劳 嗯，注意生活姿势的改变，避免不良生活习惯，长时间低头，枕头过高，熬夜等。";2020/3/19
4477;"骨伤科";"甲的人能不能吃盐酸氨基葡萄糖胶囊";"你好，您需要具体说明您的情况，什么甲的人 在的 还在么？ 盐酸氨基葡萄糖胶囊一般是保护关节软骨的，适用于膝关节半月板等软骨损伤的病人";2020/3/19
4478;"骨伤科";"腰老不好怎么办";"您好，您这是腰椎间盘突出 突出压迫坐骨神经 造成下肢疼痛、麻木或酸胀等感觉 目前程度属于轻到中度椎间盘突出 可以先保守治疗看看 膨出不用管 基本人人都有膨出 首先，保暖避风寒，这是必须的！一定避免长时间久坐久站或弯腰负重等情况！治疗上外用点扶他林软膏并轻柔按摩5-10分钟，促进药效吸收，按摩还能活血化瘀促进伤情尽快恢复！多热敷一下（可以使用热水袋暖宝等，用活血化瘀中药效果更好），有条件也可以买个神灯烤烤！每天烤2次！疼的厉害可以吃点非甾体类抗炎药如塞来昔布、美洛昔康或布洛芬等，口服点甲钴胺等营养神经药物，口服点迈之灵消肿药物！ 你这个是突出，很明显 腰4/5及腰5/骶1突出 目前看还可以，还没到手术的程度 对，腰带那个位置 90%以上腰椎间盘突出的人都是这两个间盘 不用唉声叹气 很多人都有腰突 你以后多注意就行 我教给你一些锻炼方法，等腰腿不疼了就锻炼 这样能延缓椎间盘突出进展 一个动作是小燕飞，也叫飞燕式，具体方法是俯卧床上，去枕，双手背后，用力挺胸抬头，使头胸离开床面，同时膝关节伸直，两大腿用力向后也离开床面，持续3～5秒，然后肌肉放松休息3～5秒为一个周期，经过锻炼，持续的时间可以渐渐延长，周期时间和锻炼时间也可以渐渐延长 一个动作是拱桥又称五点支撑法，具体方法是仰卧位双膝屈曲（后期腰肌有劲后可以伸直），以足跟、双肘、头部当支点，抬起骨盆，尽量把腹部与膝关节抬平，维持15-20秒，然后缓慢放下，一起一落为一个动作！一般可以连续5-10个 把这两个动作练好了肌肉力量大了，椎间盘承担负荷就轻了，能延缓椎间盘突出进展 您还有什么问题吗？没有的话可以给个好评吗？谢谢";2020/3/19
4479;"骨伤科";"弯腰后腰痛到直不起来";"你好，这种情况有多长时间了？ 有没有腿麻腿痛的情况呢 腰是酸痛还是刺痛呢 就是酸是吧，用手叩击腰部能否缓解一些呢 您现在试着叩击一下，有没有明显的不适 不会 是这样的，从您的症状来看，主要还是因为腰背部肌肉力量不够导致的 站着的时候对脊柱压力比较大，肌肉紧张，就会觉得酸胀不适 肾脏问题叩击会有明显的疼痛 建议您加强腰背肌功能锻炼 常用的有飞燕式和拱桥式，您可以百度一下 都有图片示意的 平时还可以局部热敷一下 仰卧起坐不够标准是很容易伤到脊柱的 腰容易扭伤也是因为力量不够才容易受伤 暂时没有必要的哦 突出主要是腰腿痛，腿麻 强直性脊柱炎是自身免疫性疾病 你这个不是的 强直和你这个没关系 椎间盘突出很多人都有，要避免久坐，睡硬板床，加强力量训练 所以让你加强锻炼呀，否则吃什么药都没有用的 我是说椎间盘突出要避免久坐，和你这个并不冲突 就是力量不够才容易反复发作呀 没关系 你不要太焦虑哦 这只能是诱因，也是要注意保暖的 不用吃药的，局部可以用些膏药，云南白药都可以，但是不要超过6个小时";2020/3/19
4480;"骨伤科";"急性筋膜炎的症状";"您好，急性筋膜炎的主要症状是疼痛明显，可伴有肿胀，活动受限。 嗯，局部热敷，用暖宝宝或暖水袋捂捂，近期避免久行久站，剧烈运动，受凉等 症状明显的话，口服非甾体消炎止痛药如：布洛芬缓释胶囊或塞来昔布（西乐葆）或艾瑞昔布等，也可外用扶他林软膏或贴剂：氟比洛芬巴布膏或洛索洛芬钠贴剂。 对症处理，观察看下。 嗯，方便的话，可以做做按摩，艾灸，推拿等理疗，注意手法力度 嗯，现在口服的哪些药物？ 嗯，如果反复加重，无明显缓解的话，建议当地三甲医院骨科复诊看下。 嗯 按我刚才给您说的，口服药物，?外用贴剂，观察看下。 口服非甾体消炎止痛药如：布洛芬缓释胶囊或塞来昔布（西乐葆）或艾瑞昔布等，也可外用扶他林软膏或贴剂：氟比洛芬巴布膏或洛索洛芬钠贴剂。 好的";2020/3/19
4481;"骨伤科";"肋骨左右不对称怎么回事";"您好，这样的情况有多久了？ 你好 有疼痛不舒服吗 正常 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。 如果您需要再次咨询，可以直接搜索我的名字，进入主页后再次找我咨询。 如果您对我满意，方便给个评价吗？这对我来说很重要！谢谢而且您还可以点击我的头像，进行添加，方便以后有事进行咨询。  放心哈 有空给我评价一下";2020/3/19
4482;"骨伤科";"骑电动车不小心撞到一个大椅小腿两次严重吗";"你好，能够自己走说明问题不大 嗯，他能够自己走，说明问题不大，不用担心。 哦，他自己走的就没事 好吧，下次要小心 那就没事 是的 骨折会疼的厉害 应该没有 不用谢";2020/3/19
4483;"骨伤科";"用手指按的位置里面的骨头痛按压时痛感明显咋办";"您好！请问这种情况多久了？做过什么检查吗？ 这个部位看起来是胸骨的位置 您好，有没有咳嗽发热等症状？有没有感冒？ 还有其他不舒服吗？ 嗯嗯，明白 这种情况考虑胸骨骨膜炎可能性大 和咳嗽厉害后牵扯到胸骨有关 嗯嗯 建议一定要将咽炎治好，可以口服罗红霉素缓释片，一次一片，一日两次，沐舒坦片一次一粒，一日三次 检查的话可以照胸骨正侧位片看看 胸骨疼痛可以口服非甾体药物双氯芬酸钠，神威滑膜炎颗粒通络止痛效果好 嗯嗯，考虑咽炎引起的剧烈咳嗽引起的 好的，不客气 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。";2020/3/19
4484;"骨伤科";"66岁老人腰椎压缩性骨折腰疼怎么治疗";"你好，你妈妈有高血压病史吗 晕的厉害吗 你好，你这个情况可能给你妈妈长时间躺着有关系， 没啥好办法，动的时候幅度小点，控制好血压 10天能自己翻身？ 最好不要动，别影响骨折位置了 压缩骨折，既然选择保守了，就要忍受这个长期卧床的 现在时间太短，最好不要来回动 翻身需要带支具 支具，不是护腰 翻身，包括以后下床都要用 医院一般都有啊 主要是吃活血化瘀的接骨丸 可以买点接骨丸吃， 哪个药？ 不会拉肚子，不缓解头晕 活血化瘀通络。用于瘀血阻络引起的胸痹心痛、中风、半身不遂、舌强语賽；冠心病稳定型心绞痛、脑梗死见上述症候者。 这是银杏叶的作用， 血压每天要定时查，特别是头晕的时候，尽量活动头部的时候慢一点，平常吃饭营养跟上， 可以吃高蛋白的东西，鸡蛋，蛋白粉 不要喝太多汤，汤里面没什么营养，还容易尿酸高 营养一定眼要跟上，同时没事了，可以给病人按按胳膊，脖子，腿，起到促进血液循环的作用，";2020/3/19
4485;"骨伤科";"在家上网课,近几周背部右上侧偶尔有酸疼,有什么治疗方法";"您好，这种情况考虑颈肩综合症，局部肌肉软组织劳损可能 与受凉、劳累、姿势不良致劳损有关。建议平日注意休息，勿久坐，长时间低头伏案工作、学习、玩电脑或手机，勿枕高枕头，局部可以热敷。 用暖宝宝或暖水袋捂捂。 方便的话，可以做做按摩，艾灸，推拿等理疗，注意手法力度。 症状明显的话，可口服非甾体消炎止痛药如：布洛芬缓释胶囊或塞来昔布（西乐葆）或艾瑞昔布等，也可外用扶他林软膏或贴剂：氟比洛芬巴布膏或洛索洛芬钠贴剂。 有关系的 和工作学习长时间一个姿势有关系的 不客气，生活愉快！";2020/3/19
4486;"骨伤科";"肋骨骨烈多久可以使力55岁";"？你好，这种情况多长时间了？ 怎么使力？ 走路？ 重体力劳动得四五月后了 具体还得复查看片子 你这时间还是太短了 等到三四个月时再复查看看 就是大约这个时间 平时注意加强营养 不用谢";2020/3/19
4487;"骨伤科";"做深蹲时候膝盖受伤膝盖以下腿酸痛怎么回事";"你好！你这种情况多长时间了？ 你好，做过什么检查吗？ 现在最好是静养，少走动，你这种情况可能是韧带损伤， 不用按摩，可以贴膏药， 休息几天如果没有好转，建议还是去拍个片子看看 一般不会的， 祝你早日康复 我是高旭旺医生，祝您身体健康。 你可以关注我，以后有任何问题可以直接咨询我， 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。";2020/3/19
